FFP_TIER,FLIGHT_COUNT,LAST_TO_END,EXCHANGE_COUNT,SEG_KM_SUM,Points_Sum,age,ffp_year
4,2,593,0,2020,2068,46.0,2011
4,2,313,0,2504,1555,54.0,2009
4,2,124,0,3472,2915,31.0,2011
4,3,656,0,2665,1192,37.0,2012
4,5,153,0,4340,988,44.0,2012
4,2,317,0,2232,1311,48.0,2010
4,2,296,0,3189,1096,50.0,2005
4,2,240,0,1867,1897,61.0,2010
4,2,280,0,2698,973,59.0,2007
4,2,31,0,2839,763,37.0,2010
4,2,534,0,3228,1222,82.0,2007
4,5,315,0,3971,9544,31.0,2012
4,2,585,0,2085,1212,38.0,2010
4,2,678,0,1875,1713,39.0,2011
4,3,185,0,4335,833,28.0,2011
4,4,98,0,2996,1651,42.0,2008
4,7,3,0,2367,2501,49.0,2007
4,2,354,0,1613,1366,43.0,2005
4,3,111,0,3082,883,25.0,2012
4,2,254,0,2780,988,36.0,2005
4,4,379,0,2826,1562,30.0,2012
4,3,145,0,5693,1214,30.0,2011
4,2,464,0,1954,8989,35.0,2009
4,2,2,0,2287,1394,39.0,2008
4,2,287,0,3400,646,38.0,2010
4,6,14,0,3288,2200,29.0,2011
4,3,581,0,2393,1415,31.0,2010
4,2,120,0,2092,1968,51.0,2008
4,3,135,0,2185,2584,32.0,2012
4,2,535,0,3390,560,52.0,2011
4,2,390,0,2882,1010,56.0,2009
4,2,360,0,2203,1472,39.0,2012
4,6,131,0,3894,879,30.0,2008
4,2,615,0,2875,1161,46.0,2009
4,2,20,0,3641,4290,60.0,2012
4,2,555,0,2682,886,27.0,2012
4,2,294,0,2587,1278,46.0,2012
4,2,5,0,3436,1336,42.0,2010
4,2,240,0,2750,1695,36.0,2010
4,2,273,0,3453,1270,45.0,2012
4,2,623,0,2021,1112,60.0,2009
4,2,709,0,4022,1659,47.0,2012
4,2,715,0,4022,1659,47.0,2012
4,3,2,1,3859,2902,34.0,2007
4,4,268,0,2788,1046,33.0,2012
4,2,21,0,2004,1803,38.0,2010
4,2,221,0,3590,1149,37.0,2013
4,2,238,0,4176,733,33.0,2010
4,2,196,0,2650,1069,24.0,2013
4,2,110,0,1380,1615,54.0,2007
4,2,653,0,2572,868,32.0,2011
4,4,236,0,1957,1766,52.0,2008
4,2,5,0,1674,1445,32.0,2012
4,3,569,0,2229,1202,44.0,2011
4,2,401,0,2678,924,37.0,2013
4,4,109,0,2482,1637,53.0,2005
4,3,267,0,2619,5895,32.0,2013
4,4,21,0,3260,892,41.0,2005
4,2,700,0,3569,1259,38.0,2012
4,3,363,0,2920,1578,42.0,2012
6,2,116,0,1139,1681,47.0,2010
4,2,360,0,3542,544,32.0,2008
4,2,192,0,2020,1447,46.0,2013
4,5,181,0,4393,924,23.0,2011
4,2,289,0,2085,1732,36.0,2013
4,2,159,0,2378,1743,37.0,2006
4,2,660,0,2364,1364,46.0,2010
4,2,399,0,2276,1573,30.0,2011
4,2,208,0,2458,1001,32.0,2012
4,2,219,0,1866,1656,44.0,2012
4,2,9,0,2242,1292,38.0,2009
4,2,183,0,4222,0,32.0,2010
4,2,466,0,2878,1422,53.0,2010
4,2,223,0,2684,963,43.0,2005
4,2,673,0,3774,705,47.0,2007
4,3,254,0,1737,5812,52.0,2006
4,2,546,0,2376,47028,39.0,2009
4,3,396,0,3564,1552,23.0,2012
4,2,60,0,2030,1400,40.0,2008
4,2,248,0,2262,2727,41.0,2009
4,2,30,0,2419,868,37.0,2009
4,5,348,0,2852,2476,43.0,2008
4,2,424,0,2004,1803,37.0,2012
4,3,247,0,2585,1490,56.0,2013
4,2,429,0,4007,2918,29.0,2012
4,2,477,0,2298,1522,49.0,2008
4,2,298,0,2197,1897,44.0,2010
4,2,499,0,2486,1198,35.0,2008
4,3,43,0,2901,8014,46.0,2010
4,2,454,0,1875,8959,47.0,2008
4,2,400,0,4006,2189,36.0,2009
4,2,641,0,1602,1516,31.0,2011
4,3,577,0,1740,1792,46.0,2011
4,4,195,0,3677,1035,39.0,2013
4,2,492,0,1845,1215,37.0,2007
4,2,701,0,2442,947,45.0,2011
4,2,309,0,2554,919,39.0,2005
4,3,108,0,3134,1586,63.0,2013
4,3,459,0,2668,1091,48.0,2011
4,2,261,0,2101,1457,38.0,2009
4,2,214,0,3345,502,51.0,2008
4,2,547,0,3556,1422,32.0,2012
4,2,547,0,3556,1422,31.0,2012
4,5,223,0,2740,1000,60.0,2012
4,3,315,0,4985,1024,27.0,2008
4,2,561,0,1600,1276,40.0,2010
4,2,692,0,4570,4443,49.0,2012
4,4,374,0,1761,2000,30.0,2011
4,2,144,0,3218,7115,37.0,2010
4,3,443,0,2501,975,27.0,2012
4,2,553,0,2022,1360,47.0,2011
4,3,213,0,4065,954,26.0,2012
4,2,382,0,1808,1658,26.0,2012
4,2,723,0,2780,14661,37.0,2011
4,2,614,0,2780,988,53.0,2010
4,3,600,0,2283,1622,42.0,2008
4,3,210,0,1737,1500,37.0,2010
4,2,349,0,1807,1660,32.0,2012
4,3,128,0,2942,1008,34.0,2011
4,3,237,0,3260,738,37.0,2007
4,3,148,0,1747,1756,41.0,2012
4,6,37,0,4392,1016,44.0,2012
4,2,635,0,2004,1087,30.0,2011
4,2,686,0,2004,1087,34.0,2010
4,2,564,0,2004,1087,38.0,2010
4,3,509,0,2229,1207,47.0,2011
4,2,517,0,2387,1852,38.0,2012
4,3,285,0,2827,1113,54.0,2013
4,2,291,0,1876,1012,45.0,2012
4,2,207,0,1868,1734,72.0,2005
4,5,43,1,1755,4500,39.0,2009
4,2,347,0,1774,1630,33.0,2012
4,2,675,0,1774,1630,34.0,2011
4,4,299,0,3691,706,43.0,2011
4,2,112,0,2095,1155,50.0,2007
4,2,24,0,2020,4464,41.0,2013
4,2,67,0,2034,7826,29.0,2011
4,3,552,0,1869,1393,52.0,2012
4,3,309,0,2158,1543,42.0,2010
4,3,529,0,1740,1200,48.0,2012
4,4,179,0,2320,1400,27.0,2012
4,2,303,0,2004,1803,45.0,2013
4,3,443,0,2605,2394,37.0,2011
4,3,141,0,4690,0,37.0,2009
4,2,309,0,2622,1166,29.0,2011
4,2,19,0,4196,0,44.0,2008
4,2,6,0,4196,632,26.0,2012
4,3,61,0,1780,1770,58.0,2009
4,2,88,0,1380,2115,0.0,2009
4,2,229,0,2748,968,34.0,2007
4,2,581,0,2065,1677,32.0,2011
4,2,69,0,2796,944,34.0,2008
4,4,11,0,4072,6490,35.0,2010
4,2,715,0,1774,1525,39.0,2011
4,2,595,0,2441,856,33.0,2010
4,2,259,0,3223,1670,43.0,2012
4,3,511,0,1989,1505,28.0,2012
4,2,118,0,3232,786,42.0,2009
4,4,24,0,2219,1200,41.0,2006
4,2,674,0,1820,1540,55.0,2012
4,2,598,0,2420,1468,40.0,2012
4,3,134,0,4070,494,42.0,2006
4,2,154,0,1657,1586,43.0,2006
4,2,282,0,2675,1364,49.0,2007
4,3,217,0,3969,854,59.0,2010
4,3,18,0,3537,1184,30.0,2012
4,2,397,0,3978,1832,28.0,2012
4,2,503,0,1729,1657,45.0,2010
4,2,283,0,1729,1457,38.0,2012
4,2,73,0,4078,713,28.0,2013
4,2,211,0,2742,941,30.0,2012
4,2,538,0,3735,669,34.0,2010
4,2,639,0,1590,1449,31.0,2012
4,2,97,0,2792,1383,48.0,2013
4,3,258,0,3347,1178,29.0,2011
4,2,9,0,2311,1522,29.0,2010
4,2,484,0,3300,1236,55.0,2011
4,2,6,0,2694,939,42.0,2012
4,2,284,0,2192,1465,50.0,2012
4,2,316,0,1589,1534,58.0,2005
4,6,27,0,2238,2100,45.0,2011
4,3,678,0,2793,1050,48.0,2010
4,3,563,0,2433,2127,45.0,2011
4,3,76,0,2033,1533,39.0,2011
4,4,383,0,3970,1504,30.0,2012
4,3,50,0,4962,0,33.0,2013
4,3,560,0,2289,1334,54.0,2012
4,2,450,0,3310,1600,37.0,2012
4,2,15,0,2915,1457,37.0,2008
4,2,678,0,2900,945,54.0,2009
4,2,440,0,3003,994,28.0,2011
4,3,559,0,3968,1376,29.0,2008
4,2,236,0,1991,1589,59.0,2007
4,3,76,0,1737,1500,46.0,2011
4,2,260,0,2411,1533,56.0,2007
4,4,36,0,4316,1344,24.0,2012
4,2,458,0,1866,1656,31.0,2008
4,2,475,0,2544,1484,31.0,2012
4,2,659,0,2758,998,37.0,2011
4,2,18,0,3015,1102,36.0,2007
4,2,288,0,2020,1447,53.0,2009
4,2,28,0,3877,726,43.0,2011
4,2,259,0,2710,1670,26.0,2012
4,2,342,0,3963,1418,60.0,2013
4,2,682,0,3963,1424,41.0,2012
4,2,682,0,3963,1424,53.0,2012
4,4,32,0,2426,1406,32.0,2011
4,3,221,0,2670,6398,38.0,2013
4,2,412,0,2680,876,32.0,2011
4,2,35,0,2116,1463,49.0,2010
4,2,190,0,2220,1060,34.0,2011
4,3,662,0,2029,1580,56.0,2012
4,2,3,0,2229,1382,44.0,2011
4,2,59,0,1933,1358,33.0,2008
4,2,144,0,2055,1474,31.0,2009
4,3,519,0,2640,962,32.0,2010
4,2,296,0,2004,6040,29.0,2011
4,2,578,0,4222,759,30.0,2011
4,2,489,0,2407,1198,32.0,2012
4,2,1,0,2981,972,59.0,2013
4,2,174,0,2948,1133,40.0,2005
4,4,129,0,2227,1102,35.0,2012
4,2,258,0,2800,920,56.0,2013
4,3,319,0,1356,4101,29.0,2011
4,3,351,0,1929,1323,56.0,2008
4,2,263,0,2572,868,26.0,2013
4,3,519,0,4177,1229,33.0,2009
4,3,503,0,1977,1620,35.0,2012
4,2,433,0,3163,1208,21.0,2011
4,2,588,0,2750,1032,44.0,2010
4,2,560,0,1891,1209,57.0,2010
4,4,538,0,1916,1700,31.0,2012
4,3,15,0,2442,2389,31.0,2011
4,2,553,0,2748,968,44.0,2007
4,2,319,0,2748,968,26.0,2012
4,2,548,0,2161,1275,38.0,2010
4,2,201,0,1855,1853,36.0,2011
4,2,167,0,3120,1497,53.0,2009
4,2,695,0,1858,1092,30.0,2011
4,2,466,0,2256,902,40.0,2012
4,2,148,0,2148,1344,54.0,2010
4,3,30,0,3596,1708,33.0,2013
4,4,267,0,3984,896,28.0,2013
4,3,443,0,1831,1350,42.0,2008
4,2,1,0,4154,0,34.0,2008
4,2,279,1,4154,8021,38.0,2009
4,2,89,0,4154,0,60.0,2007
4,2,14,0,4154,0,34.0,2009
4,2,247,0,4154,0,42.0,2008
4,2,179,0,4154,0,54.0,2006
4,2,191,0,4154,713,28.0,2012
4,2,80,0,4154,1531,34.0,2012
4,2,28,0,4154,0,42.0,2009
4,2,220,0,4154,0,35.0,2009
4,3,240,0,3331,500,31.0,2012
4,3,174,0,3245,1097,51.0,2010
4,2,34,0,2065,1903,34.0,2008
4,2,562,0,2700,1422,39.0,2010
4,4,154,0,3243,892,39.0,2010
4,2,613,0,2254,844,35.0,2007
4,3,219,0,3585,856,50.0,2009
4,2,72,0,1680,1519,45.0,2007
4,4,412,0,3116,1116,41.0,2007
4,4,70,0,2102,1500,33.0,2009
4,2,539,0,1577,1461,42.0,2010
4,2,550,0,1577,1461,26.0,2011
4,2,223,0,1714,1726,48.0,2013
4,2,206,0,1714,1294,41.0,2012
4,2,211,0,1714,1294,30.0,2010
4,2,181,0,1866,1656,48.0,2006
4,2,297,0,1866,1656,45.0,2006
4,3,698,0,3345,782,40.0,2011
4,4,104,0,3940,500,29.0,2009
4,3,11,0,4110,642,27.0,2012
4,2,91,0,2495,1491,40.0,2009
4,2,681,0,2252,753,43.0,2006
4,3,273,0,3384,1325,41.0,2011
4,2,103,0,2892,1066,45.0,2007
4,2,646,0,2253,1521,37.0,2008
4,2,482,0,3939,2402,38.0,2012
4,2,106,0,2202,1512,54.0,2008
4,3,594,0,3054,1202,46.0,2009
4,4,124,0,2744,780,53.0,2010
4,2,156,0,1894,1357,52.0,2010
4,2,236,0,2582,934,43.0,2010
4,2,213,0,2119,1547,39.0,2006
4,2,334,0,3419,1198,29.0,2011
4,4,45,0,2474,1604,24.0,2013
4,2,475,0,1845,1704,32.0,2008
4,3,15,0,2898,1024,31.0,2011
4,2,554,0,3934,0,37.0,2006
4,2,399,0,3934,16805,36.0,2007
4,2,402,0,3934,1526,38.0,2008
4,2,396,0,3934,1526,69.0,2013
4,2,109,0,3934,1936,53.0,2010
4,2,563,0,3934,4999,31.0,2011
4,2,375,0,3934,1526,42.0,2010
4,2,398,1,3934,1526,40.0,2006
4,2,390,0,3934,1526,34.0,2009
4,2,422,0,3934,7962,31.0,2011
4,2,542,0,3934,1526,32.0,2009
4,2,442,0,3934,1526,37.0,2011
4,2,469,0,3934,1526,42.0,2012
4,2,428,0,3934,1526,34.0,2009
4,2,98,0,3934,0,29.0,2009
4,2,696,0,3934,1526,45.0,2011
4,2,45,0,3934,763,30.0,2011
4,2,465,0,3934,1526,48.0,2008
4,2,500,0,3934,763,31.0,2012
4,2,557,0,3934,1526,34.0,2012
4,2,549,0,3934,1659,46.0,2012
4,2,99,0,3934,1640,28.0,2012
4,2,395,0,3934,7964,32.0,2012
4,2,390,0,3934,1540,28.0,2012
4,2,128,0,3934,0,46.0,2008
4,2,424,0,3934,1526,30.0,2010
4,2,524,0,3934,1526,29.0,2012
4,3,502,0,2209,1346,53.0,2012
4,3,525,0,2999,1593,38.0,2010
4,2,397,0,1850,1241,48.0,2012
4,2,542,0,1850,1241,37.0,2012
4,2,351,0,2254,1478,43.0,2012
4,2,632,1,1572,8050,34.0,2006
4,2,38,0,3750,1178,42.0,2006
4,2,496,0,2382,863,32.0,2011
4,2,204,0,1770,1736,48.0,2012
4,2,599,0,1746,1324,56.0,2010
4,2,575,0,1926,1776,34.0,2011
4,3,529,0,4302,981,45.0,2010
4,3,261,0,1701,1545,38.0,2012
4,2,540,0,2094,1374,40.0,2009
4,5,235,0,3020,1234,30.0,2012
4,2,222,0,1774,1630,33.0,2013
4,2,261,0,1774,2644,36.0,2011
4,3,429,0,2189,1060,41.0,2012
4,2,539,0,1880,1058,65.0,2010
4,3,404,0,3924,1437,26.0,2011
4,2,398,0,2616,1677,25.0,2013
4,3,397,0,3924,1437,41.0,2012
4,3,107,0,3567,443,30.0,2012
4,9,93,0,3420,3400,59.0,2011
4,4,52,0,2638,4058,30.0,2012
4,2,365,0,3566,839,34.0,2012
4,3,325,1,3136,1038,48.0,2007
4,3,211,0,3078,1391,34.0,2009
4,2,580,0,1746,6811,38.0,2010
4,2,433,0,2416,1238,31.0,2012
4,2,518,0,1530,1269,61.0,2012
4,2,692,0,4182,721,48.0,2008
4,3,39,0,3564,972,31.0,2011
4,2,390,0,4161,759,44.0,2005
4,2,18,0,4305,847,45.0,2012
4,2,155,0,1623,2152,34.0,2011
4,3,199,0,1959,1404,44.0,2006
4,3,155,0,5397,1030,39.0,2010
4,3,162,0,4124,0,47.0,2011
4,5,104,0,2068,4415,30.0,2011
4,3,507,0,1753,1492,58.0,2007
4,2,196,0,2748,968,53.0,2008
4,2,147,0,2748,968,44.0,2009
4,2,71,0,2721,1154,54.0,2008
4,2,431,0,2028,1245,52.0,2010
4,4,217,0,3374,21701,39.0,2011
4,2,572,0,2020,1447,36.0,2008
4,2,611,0,2020,1447,69.0,2012
4,2,589,0,2020,1791,34.0,2010
4,4,393,0,3104,1187,39.0,2008
4,2,224,0,1820,1636,38.0,2009
4,2,232,0,1820,1540,44.0,2005
4,2,514,0,1756,1644,52.0,2009
4,2,356,0,2440,931,49.0,2012
4,3,292,0,3384,806,41.0,2013
4,2,48,0,1379,1429,54.0,2004
4,3,409,0,3208,5303,31.0,2011
4,2,590,0,1867,1276,55.0,2011
4,3,251,0,1908,4896,36.0,2008
4,2,113,0,2696,1220,39.0,2013
4,3,61,0,1737,1500,46.0,2010
4,3,518,0,3046,849,32.0,2011
4,4,524,1,2316,1100,37.0,2010
4,3,416,0,1737,1200,46.0,2013
4,2,174,0,1954,1115,47.0,2009
4,2,124,0,1881,4485,50.0,2011
4,2,250,0,2729,1193,37.0,2013
4,2,515,0,2387,927,44.0,2010
4,2,440,0,2085,1212,26.0,2013
4,2,373,0,2085,1212,30.0,2013
4,2,690,0,2085,2712,68.0,2007
4,2,546,0,2085,1212,38.0,2012
4,2,108,0,2684,963,31.0,2012
4,4,194,0,2100,2135,41.0,2011
4,2,644,0,3385,1265,37.0,2010
4,2,178,0,2892,1090,0.0,2009
4,2,411,0,3904,1348,36.0,2009
4,2,229,0,2400,1236,29.0,2011
4,6,163,0,2874,1100,29.0,2012
4,4,75,0,2759,1207,43.0,2012
4,3,148,0,1788,1731,35.0,2013
4,2,506,0,2229,1272,51.0,2012
4,2,369,0,2229,672,50.0,2009
4,2,487,0,2229,1272,40.0,2012
4,2,489,0,2229,1272,34.0,2012
4,2,127,0,5201,1500,30.0,2012
4,2,423,0,2229,672,45.0,2013
4,2,165,0,2355,854,47.0,2011
4,3,355,0,2283,946,32.0,2012
4,2,434,0,1560,2484,36.0,2012
4,2,94,0,1709,1661,55.0,2013
4,2,234,0,2252,760,43.0,2010
4,4,37,0,5072,447,22.0,2013
4,2,711,0,2385,856,53.0,2005
4,2,395,0,6238,0,28.0,2013
4,2,492,0,2569,912,57.0,2012
4,3,258,0,3403,722,61.0,2007
4,2,95,0,2630,13967,39.0,2008
4,2,346,0,1732,1571,43.0,2007
4,3,461,0,3697,1060,35.0,2012
4,2,474,0,2078,1415,35.0,2012
4,3,91,0,3087,1285,52.0,2009
4,2,102,0,2900,945,34.0,2009
4,2,6,0,4583,1605,64.0,2013
4,2,229,0,2000,1718,24.0,2012
4,3,416,0,3119,1038,34.0,2011
4,3,457,0,4861,270,39.0,2009
4,2,77,0,2071,2100,33.0,2009
4,2,103,0,1298,1525,56.0,2013
4,3,152,3,1947,26042,47.0,2012
4,2,95,0,1298,1525,52.0,2013
4,3,379,0,1947,1464,35.0,2010
4,2,465,0,1947,1681,47.0,2011
4,3,504,0,4594,787,34.0,2008
4,2,59,0,2407,13736,37.0,2010
4,2,71,0,2616,7191,31.0,2011
4,2,20,0,2340,1586,33.0,2009
4,2,1,0,2572,868,34.0,2005
4,2,40,0,2616,1007,48.0,2007
4,2,85,0,2977,1034,33.0,2008
4,3,348,0,3969,1171,46.0,2008
4,3,176,0,4108,3924,34.0,2009
4,4,26,0,2000,1400,49.0,2007
4,2,27,0,3664,2461,49.0,2010
4,3,22,0,3483,1199,41.0,2013
4,3,232,0,4366,555,29.0,2011
4,2,528,0,3222,1370,58.0,2005
4,4,157,0,2398,1096,51.0,2012
4,2,144,0,1913,1425,70.0,2007
4,3,227,0,2955,1064,42.0,2005
4,4,26,0,3116,1084,51.0,2013
4,3,95,0,4404,200,57.0,2008
4,4,209,0,3579,5382,29.0,2012
4,2,553,0,4352,664,34.0,2006
4,3,307,0,3726,526,36.0,2010
4,2,66,0,2605,1582,43.0,2008
4,3,104,0,2283,1216,29.0,2013
4,2,70,0,1712,1587,36.0,2011
4,3,635,0,2238,1523,31.0,2007
4,2,12,0,3359,1175,30.0,2011
4,2,8,0,1699,1587,48.0,2008
4,2,14,0,2796,944,22.0,2013
4,2,404,0,1651,1379,34.0,2010
4,2,295,0,1858,1092,35.0,2012
4,2,216,0,1686,1498,34.0,2006
4,3,65,0,1947,1464,46.0,2013
4,2,142,0,2684,963,44.0,2006
4,2,8,0,2119,1547,36.0,2013
4,2,556,0,2369,914,33.0,2010
4,3,18,0,2782,11096,40.0,2010
4,3,29,0,2275,1586,48.0,2012
4,3,212,0,3154,1744,28.0,2012
4,2,284,0,3444,1298,42.0,2011
4,2,106,0,5344,2691,24.0,2013
4,4,203,0,3577,854,58.0,2010
4,3,77,0,5601,3296,31.0,2012
4,2,258,0,3122,2171,36.0,2010
4,2,705,0,2254,1511,48.0,2011
4,2,6,0,1692,1791,39.0,2007
4,3,69,1,3278,13981,37.0,2008
4,2,558,0,2580,854,31.0,2009
4,2,558,0,2039,1279,48.0,2011
4,2,289,0,1881,1763,31.0,2010
4,2,708,0,1492,2849,54.0,2010
4,2,24,0,1910,1101,48.0,2011
4,2,678,0,1820,1540,39.0,2009
4,3,84,0,3933,840,27.0,2012
4,2,626,0,2378,1551,47.0,2011
4,3,354,0,2262,837,46.0,2013
4,3,256,0,5152,1728,71.0,2008
4,2,225,0,2004,2835,37.0,2013
4,4,81,0,3065,1116,34.0,2011
4,4,298,0,2664,1148,43.0,2005
4,3,365,0,2850,17153,44.0,2011
6,2,89,0,2088,1963,0.0,2012
4,2,609,0,2503,1248,45.0,2008
4,3,452,0,3564,1164,34.0,2012
4,2,255,0,2376,1660,50.0,2012
4,2,167,0,2489,820,33.0,2005
4,3,233,0,3969,854,45.0,2009
4,3,204,0,2142,1175,48.0,2010
4,2,664,0,2572,868,43.0,2008
4,2,562,0,2572,868,37.0,2009
4,2,422,0,2572,868,63.0,2013
4,2,104,0,2004,1803,37.0,2005
4,2,24,0,2463,1620,38.0,2008
4,2,127,0,2780,1236,47.0,2008
4,2,611,0,1870,1726,31.0,2010
4,2,546,0,1714,1726,32.0,2012
4,2,14,0,1845,1740,36.0,2013
4,2,16,0,2253,1521,38.0,2010
4,2,173,0,2682,886,38.0,2011
4,2,432,0,2753,1039,47.0,2006
4,2,12,0,3357,1257,32.0,2006
4,3,152,0,2980,950,39.0,2009
4,2,621,0,2928,1042,27.0,2008
4,3,347,0,1632,1506,40.0,2007
4,2,268,0,3145,763,41.0,2013
4,2,429,0,1738,1225,51.0,2008
4,2,41,0,2864,1864,31.0,2012
4,2,342,0,3852,1398,27.0,2013
4,2,371,0,3852,1398,29.0,2010
4,2,714,0,3852,1398,29.0,2012
4,2,550,0,3087,1199,40.0,2008
4,2,504,0,2370,800,44.0,2008
4,2,201,0,2750,18764,33.0,2011
4,2,9,0,1892,2786,33.0,2011
4,2,192,0,2423,2704,33.0,2012
4,2,3,0,2060,1491,45.0,2010
4,3,339,0,4200,628,31.0,2011
4,3,33,0,2091,1031,0.0,2008
4,2,575,0,1866,2659,40.0,2008
4,3,556,0,3713,658,62.0,2009
4,2,128,0,3040,708,44.0,2009
4,3,51,0,3979,1867,26.0,2011
4,2,33,0,1769,1547,33.0,2011
4,3,357,0,3766,428,40.0,2013
4,2,240,0,2748,968,34.0,2012
4,2,311,0,3091,571,41.0,2012
4,2,34,0,2230,672,61.0,2013
4,2,476,0,2198,1248,47.0,2009
4,2,452,0,3275,1198,45.0,2012
4,2,268,0,1602,1516,26.0,2012
4,3,84,0,1935,1476,33.0,2012
4,5,48,0,3328,4428,44.0,2011
4,5,159,0,2900,1300,35.0,2012
4,4,184,0,2320,1400,41.0,2012
4,2,274,0,4154,786,52.0,2011
4,2,35,0,4154,0,41.0,2007
4,4,376,0,2484,892,40.0,2011
4,2,234,0,4044,0,33.0,2008
4,2,88,0,2950,1115,47.0,2012
4,2,306,0,2423,1307,54.0,2008
4,2,560,0,2002,1135,45.0,2007
4,3,545,0,1925,1215,38.0,2008
4,6,217,0,3875,1236,22.0,2012
4,4,162,0,1779,2000,40.0,2007
4,2,247,0,2501,1215,38.0,2011
4,4,115,0,3901,552,32.0,2011
4,2,127,0,2020,1447,48.0,2007
4,2,1,0,2861,1198,42.0,2006
4,2,99,0,1943,2110,33.0,2010
4,2,116,0,3419,1198,37.0,2009
4,2,333,0,2049,1125,34.0,2007
4,2,190,0,2868,924,41.0,2008
4,2,111,0,3934,763,39.0,2009
4,2,2,0,3934,763,50.0,2006
4,3,438,0,3503,1284,62.0,2006
4,3,247,0,2023,1388,33.0,2011
4,2,14,0,1714,1294,42.0,2007
4,2,600,0,2076,3123,45.0,2007
4,2,351,0,3228,611,57.0,2009
4,2,376,0,3228,611,36.0,2007
4,2,319,0,1882,1342,30.0,2012
4,3,245,0,2862,841,48.0,2008
4,2,185,0,2257,2376,30.0,2011
4,2,496,0,2435,1286,29.0,2012
4,2,156,0,1878,1823,28.0,2012
4,2,493,0,2319,3472,45.0,2011
4,3,232,0,4232,434,34.0,2013
4,2,250,0,5107,1819,27.0,2010
4,4,29,0,3245,755,56.0,2008
4,2,188,0,2861,526,29.0,2012
4,4,513,0,2278,1266,52.0,2012
4,2,345,0,4938,33,44.0,2010
4,2,189,0,2198,1090,47.0,2010
4,3,348,0,1809,1378,45.0,2012
4,2,398,0,1729,1456,64.0,2010
4,2,167,0,2392,890,52.0,2011
4,3,123,0,2664,1192,48.0,2007
4,2,94,0,2836,1333,31.0,2010
4,5,266,0,4795,600,39.0,2010
4,2,115,0,2284,830,35.0,2011
4,2,265,0,1582,1438,40.0,2011
4,2,597,0,1800,1606,28.0,2012
4,2,611,0,1800,1606,50.0,2012
4,2,100,0,2656,986,38.0,2007
4,2,218,0,3122,6271,40.0,2011
4,2,1,0,2266,1521,54.0,2009
4,2,8,0,2266,1521,43.0,2007
4,2,377,0,2830,1047,47.0,2013
4,2,367,0,4078,713,27.0,2008
4,2,550,1,4078,19837,36.0,2011
4,3,38,0,1635,1500,31.0,2011
4,2,601,0,2780,988,35.0,2008
4,2,555,0,2780,3223,30.0,2012
4,2,445,0,1529,1264,32.0,2011
4,2,656,0,1911,1711,41.0,2008
4,2,55,0,2616,1373,32.0,2012
4,2,279,0,1580,1456,43.0,2012
4,2,496,0,3820,1452,33.0,2009
4,2,157,0,1808,1434,46.0,2013
4,2,49,0,1746,6163,31.0,2010
4,2,399,0,1746,1234,39.0,2011
4,2,52,0,1746,1646,47.0,2006
4,2,166,0,2634,7489,35.0,2009
4,2,7,0,2269,729,40.0,2010
4,2,488,0,3393,1185,47.0,2012
4,3,157,0,3189,700,61.0,2010
4,3,588,0,2413,1120,41.0,2012
4,3,7,0,3493,1312,36.0,2005
4,4,177,0,2307,1360,34.0,2008
4,3,178,0,2042,3823,54.0,2007
4,2,185,0,1659,1644,40.0,2006
4,2,332,0,1526,2251,48.0,2012
4,2,691,0,1526,3258,36.0,2012
4,2,503,0,3052,461,50.0,2005
4,2,46,0,1744,1540,28.0,2013
4,2,584,0,3052,922,31.0,2011
4,2,92,0,2556,898,30.0,2013
4,2,99,0,3390,560,28.0,2012
4,2,492,0,3390,1203,52.0,2012
4,2,6,0,1298,1525,0.0,2005
4,2,6,0,2020,2216,46.0,2010
4,3,38,0,2896,754,38.0,2010
4,2,413,0,2765,1291,51.0,2010
4,3,16,0,4829,5048,39.0,2011
4,3,181,0,2557,1484,46.0,2006
4,2,618,0,2770,1270,42.0,2007
4,2,633,0,2569,912,38.0,2011
4,3,344,0,3078,1391,57.0,2012
4,2,342,0,3058,1156,29.0,2009
4,2,206,0,2626,7901,31.0,2011
4,2,347,0,4677,413,49.0,2013
4,4,289,0,3970,1504,50.0,2013
4,2,126,0,3425,1304,28.0,2012
4,3,296,0,3045,800,43.0,2012
4,3,145,0,3045,800,56.0,2007
4,2,549,0,2030,1400,48.0,2008
4,2,38,0,2181,1302,37.0,2006
4,3,103,0,3022,3441,48.0,2010
4,3,148,0,5072,0,36.0,2011
4,2,475,0,1522,1352,34.0,2012
4,2,401,0,1522,1352,34.0,2013
4,3,342,0,2192,1266,59.0,2013
4,2,434,0,1522,1352,43.0,2010
4,2,698,0,1522,1352,48.0,2008
4,2,185,0,2151,1114,64.0,2005
4,2,253,0,2705,2040,69.0,2013
4,2,415,0,1602,1516,40.0,2013
4,2,184,0,2410,830,40.0,2010
4,2,171,0,1577,1461,37.0,2005
4,3,433,0,2409,866,61.0,2006
4,3,51,0,3027,1078,32.0,2007
4,3,278,0,1590,1646,40.0,2012
4,4,39,0,4540,1698,24.0,2012
4,2,365,0,1820,1642,56.0,2013
4,3,194,0,1801,1258,47.0,2008
4,4,268,0,2893,1234,44.0,2010
4,2,662,0,2233,1428,28.0,2010
4,5,125,0,4157,0,47.0,2011
4,3,48,0,4128,773,40.0,2012
4,2,159,0,2129,1273,36.0,2009
4,3,21,0,3011,892,45.0,2012
